DATE,DISTRICT,STATE,CIRCUIT,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13
2016-03-31,OKLAHOMA EASTERN,OKLAHOMA,TENTH CIRCUIT,71,61,0,1,9,4,3,0,1,0,67,58,0,9
2016-03-31,OKLAHOMA NORTHERN,OKLAHOMA,TENTH CIRCUIT,166,148,0,0,18,5,5,0,0,0,161,143,0,18
2016-03-31,OKLAHOMA WESTERN,OKLAHOMA,TENTH CIRCUIT,288,196,8,0,84,15,6,8,0,1,273,190,0,83
2016-03-31,OREGON,OREGON,NINTH CIRCUIT,619,469,5,0,145,25,13,5,0,7,594,456,0,138
2016-03-31,PENNSYLVANIA EASTERN,PENNSYLVANIA,THIRD CIRCUIT,662,331,5,0,326,23,18,3,0,2,639,313,2,324
2016-03-31,PENNSYLVANIA MIDDLE,PENNSYLVANIA,THIRD CIRCUIT,381,218,2,0,161,12,6,2,0,4,369,212,0,157
2016-03-31,PENNSYLVANIA WESTERN,PENNSYLVANIA,THIRD CIRCUIT,467,278,7,1,181,22,15,5,1,1,445,263,2,180
2016-03-31,PUERTO RICO,PUERTO RICO,FIRST CIRCUIT,739,296,26,4,413,36,4,24,4,4,703,292,2,409
2016-03-31,RHODE ISLAND,RHODE ISLAND,FIRST CIRCUIT,182,140,1,0,41,6,5,0,0,1,176,135,1,40
2016-03-31,SOUTH CAROLINA,SOUTH CAROLINA,FOURTH CIRCUIT,436,178,2,0,256,16,13,2,0,1,420,165,0,255
2016-03-31,SOUTH DAKOTA,SOUTH DAKOTA,EIGHTH CIRCUIT,57,53,0,0,4,1,1,0,0,0,56,52,0,4
2016-03-31,TENNESSEE EASTERN,TENNESSEE,SIXTH CIRCUIT,782,358,16,1,407,25,7,15,1,2,757,351,1,405
2016-03-31,TENNESSEE MIDDLE,TENNESSEE,SIXTH CIRCUIT,627,296,5,0,326,9,5,3,0,1,618,291,2,325
2016-03-31,TENNESSEE WESTERN,TENNESSEE,SIXTH CIRCUIT,1155,232,1,0,922,12,9,0,0,3,1143,223,1,919
2016-03-31,TEXAS EASTERN,TEXAS,FIFTH CIRCUIT,326,124,5,0,197,24,17,5,0,2,302,107,0,195
2016-03-31,TEXAS NORTHERN,TEXAS,FIFTH CIRCUIT,995,366,13,1,615,54,34,13,1,6,941,332,0,609
2016-03-31,TEXAS SOUTHERN,TEXAS,FIFTH CIRCUIT,707,184,11,0,512,41,26,11,0,4,666,158,0,508
2016-03-31,TEXAS WESTERN,TEXAS,FIFTH CIRCUIT,597,250,13,0,334,48,30,13,0,5,549,220,0,329
2016-03-31,UTAH,UTAH,TENTH CIRCUIT,682,326,0,0,356,18,13,0,0,5,664,313,0,351
2016-03-31,VERMONT,VERMONT,SECOND CIRCUIT,37,35,0,0,2,2,2,0,0,0,35,33,0,2
2016-03-31,VIRGIN ISLANDS,VIRGIN ISLANDS,THIRD CIRCUIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-31,VIRGINIA EASTERN,VIRGINIA,FOURTH CIRCUIT,1162,593,6,0,563,26,17,5,0,4,1136,576,1,559
2016-03-31,VIRGINIA WESTERN,VIRGINIA,FOURTH CIRCUIT,353,196,0,1,156,4,3,0,1,0,349,193,0,156
2016-03-31,WASHINGTON EASTERN,WASHINGTON,NINTH CIRCUIT,292,217,2,0,73,9,6,1,0,2,283,211,1,71
2016-03-31,WASHINGTON WESTERN,WASHINGTON,NINTH CIRCUIT,926,647,8,0,271,26,18,5,0,3,900,629,3,268
2016-03-31,WEST VIRGINIA NORTHERN,WEST VIRGINIA,FOURTH CIRCUIT,62,50,1,0,11,2,1,1,0,0,60,49,0,11
2016-03-31,WEST VIRGINIA SOUTHERN,WEST VIRGINIA,FOURTH CIRCUIT,143,132,1,0,10,5,3,1,0,1,138,129,0,9
2016-03-31,WISCONSIN EASTERN,WISCONSIN,SEVENTH CIRCUIT,778,481,1,0,296,16,12,1,0,3,762,469,0,293
2016-03-31,WISCONSIN WESTERN,WISCONSIN,SEVENTH CIRCUIT,276,216,1,0,59,13,12,1,0,0,263,204,0,59
2016-03-31,WYOMING,WYOMING,TENTH CIRCUIT,56,45,1,0,10,4,3,1,0,0,52,42,0,10
2016-04-30,ALABAMA MIDDLE,ALABAMA,ELEVENTH CIRCUIT,609,153,0,0,456,8,8,0,0,0,601,145,0,456
2016-04-30,ALABAMA NORTHERN,ALABAMA,ELEVENTH CIRCUIT,1135,582,2,0,551,10,8,2,0,0,1125,574,0,551
2016-04-30,ALABAMA SOUTHERN,ALABAMA,ELEVENTH CIRCUIT,358,120,0,0,238,2,2,0,0,0,356,118,0,238
2016-04-30,ALASKA,ALASKA,NINTH CIRCUIT,47,44,1,0,2,6,4,1,0,1,41,40,0,1
2016-04-30,ARIZONA,ARIZONA,NINTH CIRCUIT,1500,1267,15,0,218,49,33,10,0,6,1451,1234,5,212
2016-04-30,ARKANSAS EASTERN,ARKANSAS,EIGHTH CIRCUIT,615,294,0,1,320,13,10,0,1,2,602,284,0,318
2016-04-30,ARKANSAS WESTERN,ARKANSAS,EIGHTH CIRCUIT,277,170,0,1,106,7,5,0,1,1,270,165,0,105
2016-04-30,CALIFORNIA CENTRAL,CALIFORNIA,NINTH CIRCUIT,3717,2806,49,0,862,149,117,28,0,4,3568,2689,21,858
2016-04-30,CALIFORNIA EASTERN,CALIFORNIA,NINTH CIRCUIT,1378,1052,7,0,319,41,24,5,0,12,1337,1028,2,307
2016-04-30,CALIFORNIA NORTHERN,CALIFORNIA,NINTH CIRCUIT,930,492,18,0,420,50,33,12,0,5,880,459,6,415
2016-04-30,CALIFORNIA SOUTHERN,CALIFORNIA,NINTH CIRCUIT,774,600,0,0,174,14,12,0,0,2,760,588,0,172
2016-04-30,COLORADO,COLORADO,TENTH CIRCUIT,1266,1034,5,0,227,39,31,5,0,3,1227,1003,0,224
2016-04-30,CONNECTICUT,CONNECTICUT,SECOND CIRCUIT,528,424,8,1,95,28,17,7,1,3,500,407,1,92
2016-04-30,DELAWARE,DELAWARE,THIRD CIRCUIT,254,151,26,0,77,43,16,26,0,1,211,135,0,76
2016-04-30,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC CIRCUIT,64,53,1,0,10,1,0,1,0,0,63,53,0,10
2016-04-30,FLORIDA MIDDLE,FLORIDA,ELEVENTH CIRCUIT,2228,1518,25,2,683,78,56,16,2,4,2150,1462,9,679
2016-04-30,FLORIDA NORTHERN,FLORIDA,ELEVENTH CIRCUIT,217,177,5,0,35,16,10,5,0,1,201,167,0,34
2016-04-30,FLORIDA SOUTHERN,FLORIDA,ELEVENTH CIRCUIT,1662,920,26,0,713,70,38,23,0,6,1592,882,3,707
2016-04-30,GEORGIA MIDDLE,GEORGIA,ELEVENTH CIRCUIT,601,202,0,1,398,9,7,0,1,1,592,195,0,397
2016-04-30,GEORGIA NORTHERN,GEORGIA,ELEVENTH CIRCUIT,2688,1465,6,0,1217,42,33,6,0,3,2646,1432,0,1214
2016-04-30,GEORGIA SOUTHERN,GEORGIA,ELEVENTH CIRCUIT,539,114,6,0,419,9,2,6,0,1,530,112,0,418
2016-04-30,GUAM,GUAM,NINTH CIRCUIT,17,11,1,0,5,2,1,1,0,0,15,10,0,5
2016-04-30,HAWAII,HAWAII,NINTH CIRCUIT,124,95,2,0,27,1,0,1,0,0,123,95,1,27
2016-04-30,IDAHO,IDAHO,NINTH CIRCUIT,360,325,2,0,33,6,5,1,0,0,354,320,1,33
2016-04-30,ILLINOIS CENTRAL,ILLINOIS,SEVENTH CIRCUIT,517,434,0,1,82,11,8,0,1,2,506,426,0,80
2016-04-30,ILLINOIS NORTHERN,ILLINOIS,SEVENTH CIRCUIT,3996,2338,10,0,1648,59,47,10,0,2,3937,2291,0,1646
2016-04-30,ILLINOIS SOUTHERN,ILLINOIS,SEVENTH CIRCUIT,333,239,0,2,92,5,3,0,2,0,328,236,0,92
2016-04-30,INDIANA NORTHERN,INDIANA,SEVENTH CIRCUIT,941,698,1,0,242,9,6,0,0,3,932,692,1,239
2016-04-30,INDIANA SOUTHERN,INDIANA,SEVENTH CIRCUIT,1352,976,6,0,370,18,12,6,0,0,1334,964,0,370
2016-04-30,IOWA NORTHERN,IOWA,EIGHTH CIRCUIT,155,139,0,1,15,7,5,0,1,1,148,134,0,14
2016-04-30,IOWA SOUTHERN,IOWA,EIGHTH CIRCUIT,273,239,1,0,33,6,5,1,0,0,267,234,0,33
2016-04-30,KANSAS,KANSAS,TENTH CIRCUIT,586,353,9,2,222,28,11,9,2,6,558,342,0,216
2016-04-30,KENTUCKY EASTERN,KENTUCKY,SIXTH CIRCUIT,752,548,1,0,203,8,6,1,0,1,744,542,0,202
2016-04-30,KENTUCKY WESTERN,KENTUCKY,SIXTH CIRCUIT,666,452,2,3,208,14,8,2,3,0,652,444,0,208
2016-04-30,LOUISIANA EASTERN,LOUISIANA,FIFTH CIRCUIT,297,144,2,0,151,9,6,2,0,1,288,138,0,150
2016-04-30,LOUISIANA MIDDLE,LOUISIANA,FIFTH CIRCUIT,134,69,2,0,63,5,2,2,0,1,129,67,0,62
2016-04-30,LOUISIANA WESTERN,LOUISIANA,FIFTH CIRCUIT,758,162,6,1,589,16,7,5,1,3,742,155,1,586
2016-04-30,MAINE,MAINE,FIRST CIRCUIT,140,112,0,0,28,7,7,0,0,0,133,105,0,28
2016-04-30,MARYLAND,MARYLAND,FOURTH CIRCUIT,1672,1187,10,0,475,39,31,7,0,1,1633,1156,3,474
2016-04-30,MASSACHUSETTS,MASSACHUSETTS,FIRST CIRCUIT,726,502,7,1,216,26,19,4,1,2,700,483,3,214
2016-04-30,MICHIGAN EASTERN,MICHIGAN,SIXTH CIRCUIT,2233,1792,9,3,429,44,26,8,3,7,2189,1766,1,422
2016-04-30,MICHIGAN WESTERN,MICHIGAN,SIXTH CIRCUIT,687,560,1,0,126,22,21,1,0,0,665,539,0,126
2016-04-30,MINNESOTA,MINNESOTA,EIGHTH CIRCUIT,887,744,1,0,142,22,21,1,0,0,865,723,0,142
2016-04-30,MISSISSIPPI NORTHERN,MISSISSIPPI,FIFTH CIRCUIT,373,153,4,3,213,9,0,4,3,2,364,153,0,211
2016-04-30,MISSISSIPPI SOUTHERN,MISSISSIPPI,FIFTH CIRCUIT,515,308,3,0,204,12,6,3,0,3,503,302,0,201
2016-04-30,MISSOURI EASTERN,MISSOURI,EIGHTH CIRCUIT,1165,718,158,1,288,163,5,157,1,0,1002,713,1,288
2016-04-30,MISSOURI WESTERN,MISSOURI,EIGHTH CIRCUIT,655,473,2,0,180,13,9,2,0,2,642,464,0,178
2016-04-30,MONTANA,MONTANA,NINTH CIRCUIT,131,111,2,0,18,3,1,2,0,0,128,110,0,18
2016-04-30,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,438,288,2,4,144,11,3,2,4,2,427,285,0,142
2016-04-30,NEVADA,NEVADA,NINTH CIRCUIT,847,676,18,0,153,19,10,8,0,1,828,666,10,152
2016-04-30,NEW HAMPSHIRE,NEW HAMPSHIRE,FIRST CIRCUIT,193,149,4,1,39,23,12,4,1,6,170,137,0,33
2016-04-30,NEW JERSEY,NEW JERSEY,THIRD CIRCUIT,2310,1575,25,1,709,64,37,16,1,10,2246,1538,9,699
2016-04-30,NEW MEXICO,NEW MEXICO,TENTH CIRCUIT,295,261,2,0,32,11,9,2,0,0,284,252,0,32
2016-04-30,NEW YORK EASTERN,NEW YORK,SECOND CIRCUIT,1030,756,12,0,262,33,19,11,0,3,997,737,1,259
2016-04-30,NEW YORK NORTHERN,NEW YORK,SECOND CIRCUIT,552,427,3,1,121,14,8,3,1,2,538,419,0,119
2016-04-30,NEW YORK SOUTHERN,NEW YORK,SECOND CIRCUIT,849,586,90,0,155,131,24,85,0,4,718,562,5,151
2016-04-30,NEW YORK WESTERN,NEW YORK,SECOND CIRCUIT,416,316,3,0,97,16,12,3,0,1,400,304,0,96
2016-04-30,NORTH CAROLINA EASTERN,NORTH CAROLINA,FOURTH CIRCUIT,630,252,7,0,371,20,9,7,0,4,610,243,0,367
2016-04-30,NORTH CAROLINA MIDDLE,NORTH CAROLINA,FOURTH CIRCUIT,325,144,1,0,180,8,7,1,0,0,317,137,0,180
2016-04-30,NORTH CAROLINA WESTERN,NORTH CAROLINA,FOURTH CIRCUIT,382,199,3,0,180,13,8,3,0,2,369,191,0,178
2016-04-30,NORTH DAKOTA,NORTH DAKOTA,EIGHTH CIRCUIT,67,53,2,2,10,6,2,2,2,0,61,51,0,10
2016-04-30,NORTHERN MARIANAS,NORTHERN MARIANA ISLANDS,NINTH CIRCUIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-30,OHIO NORTHERN,OHIO,SIXTH CIRCUIT,1833,1493,13,0,327,34,17,12,0,5,1799,1476,1,322
2016-04-30,OHIO SOUTHERN,OHIO,SIXTH CIRCUIT,1631,1199,3,1,428,19,13,3,1,2,1612,1186,0,426
2016-04-30,OKLAHOMA EASTERN,OKLAHOMA,TENTH CIRCUIT,130,124,1,1,4,3,1,1,1,0,127,123,0,4
2016-04-30,OKLAHOMA NORTHERN,OKLAHOMA,TENTH CIRCUIT,211,188,2,1,20,7,4,2,1,0,204,184,0,20
2016-04-30,OKLAHOMA WESTERN,OKLAHOMA,TENTH CIRCUIT,503,396,8,0,99,14,6,7,0,1,489,390,1,98
2016-04-30,OREGON,OREGON,NINTH CIRCUIT,868,687,1,0,180,14,9,1,0,4,854,678,0,176
2016-04-30,PENNSYLVANIA EASTERN,PENNSYLVANIA,THIRD CIRCUIT,837,458,9,0,370,29,13,9,0,7,808,445,0,363
2016-04-30,PENNSYLVANIA MIDDLE,PENNSYLVANIA,THIRD CIRCUIT,547,351,1,0,195,14,10,1,0,3,533,341,0,192
2016-04-30,PENNSYLVANIA WESTERN,PENNSYLVANIA,THIRD CIRCUIT,674,418,12,0,244,30,15,12,0,3,644,403,0,241
2016-04-30,PUERTO RICO,PUERTO RICO,FIRST CIRCUIT,1003,428,27,0,548,40,6,27,0,7,963,422,0,541
2016-04-30,RHODE ISLAND,RHODE ISLAND,FIRST CIRCUIT,233,184,1,0,48,10,7,1,0,2,223,177,0,46
2016-04-30,SOUTH CAROLINA,SOUTH CAROLINA,FOURTH CIRCUIT,576,239,0,0,336,11,9,0,0,1,565,230,0,335
2016-04-30,SOUTH DAKOTA,SOUTH DAKOTA,EIGHTH CIRCUIT,122,111,0,0,11,4,3,0,0,1,118,108,0,10
2016-04-30,TENNESSEE EASTERN,TENNESSEE,SIXTH CIRCUIT,919,522,2,0,395,23,16,2,0,5,896,506,0,390
2016-04-30,TENNESSEE MIDDLE,TENNESSEE,SIXTH CIRCUIT,843,415,5,0,423,16,13,1,0,2,827,402,4,421
2016-04-30,TENNESSEE WESTERN,TENNESSEE,SIXTH CIRCUIT,1193,318,4,0,871,11,6,4,0,1,1182,312,0,870
2016-04-30,TEXAS EASTERN,TEXAS,FIFTH CIRCUIT,439,209,17,0,213,32,16,16,0,0,407,193,1,213
2016-04-30,TEXAS NORTHERN,TEXAS,FIFTH CIRCUIT,1065,471,16,1,577,65,39,15,1,10,1000,432,1,567
2016-04-30,TEXAS SOUTHERN,TEXAS,FIFTH CIRCUIT,899,306,75,0,518,113,35,74,0,4,786,271,1,514
2016-04-30,TEXAS WESTERN,TEXAS,FIFTH CIRCUIT,726,371,13,0,329,68,40,12,0,3,658,331,1,326
2016-04-30,UTAH,UTAH,TENTH CIRCUIT,1070,671,3,0,396,14,9,3,0,2,1056,662,0,394
2016-04-30,VERMONT,VERMONT,SECOND CIRCUIT,51,44,0,0,7,4,4,0,0,0,47,40,0,7
2016-04-30,VIRGIN ISLANDS,VIRGIN ISLANDS,THIRD CIRCUIT,1,1,0,0,0,0,0,0,0,0,1,1,0,0
2016-04-30,VIRGINIA EASTERN,VIRGINIA,FOURTH CIRCUIT,1576,945,5,0,626,21,15,5,0,1,1555,930,0,625
2016-04-30,VIRGINIA WESTERN,VIRGINIA,FOURTH CIRCUIT,503,330,1,0,172,12,9,1,0,2,491,321,0,170
2016-04-30,WASHINGTON EASTERN,WASHINGTON,NINTH CIRCUIT,401,319,2,0,80,6,4,2,0,0,395,315,0,80
2016-04-30,WASHINGTON WESTERN,WASHINGTON,NINTH CIRCUIT,1117,805,8,1,303,26,19,4,1,2,1091,786,4,301
2016-04-30,WEST VIRGINIA NORTHERN,WEST VIRGINIA,FOURTH CIRCUIT,137,117,0,1,19,6,5,0,1,0,131,112,0,19
2016-04-30,WEST VIRGINIA SOUTHERN,WEST VIRGINIA,FOURTH CIRCUIT,181,162,2,0,17,5,3,2,0,0,176,159,0,17
2016-04-30,WISCONSIN EASTERN,WISCONSIN,SEVENTH CIRCUIT,1488,1046,3,3,436,24,17,3,3,1,1464,1029,0,435
2016-04-30,WISCONSIN WESTERN,WISCONSIN,SEVENTH CIRCUIT,433,350,0,1,82,10,7,0,1,2,423,343,0,80
2016-04-30,WYOMING,WYOMING,TENTH CIRCUIT,74,68,0,0,6,2,2,0,0,0,72,66,0,6
2016-05-31,ALABAMA MIDDLE,ALABAMA,ELEVENTH CIRCUIT,629,131,0,0,498,5,5,0,0,0,624,126,0,498
2016-05-31,ALABAMA NORTHERN,ALABAMA,ELEVENTH CIRCUIT,1102,540,4,0,558,13,9,4,0,0,1089,531,0,558
2016-05-31,ALABAMA SOUTHERN,ALABAMA,ELEVENTH CIRCUIT,376,112,4,0,260,4,0,3,0,1,372,112,1,259
2016-05-31,ALASKA,ALASKA,NINTH CIRCUIT,36,25,3,0,8,5,2,3,0,0,31,23,0,8
2016-05-31,ARIZONA,ARIZONA,NINTH CIRCUIT,1522,1264,30,0,228,54,29,22,0,3,1468,1235,8,225
2016-05-31,ARKANSAS EASTERN,ARKANSAS,EIGHTH CIRCUIT,544,243,0,1,300,10,8,0,1,1,534,235,0,299
2016-05-31,ARKANSAS WESTERN,ARKANSAS,EIGHTH CIRCUIT,253,149,0,0,104,6,5,0,0,1,247,144,0,103
2016-05-31,CALIFORNIA CENTRAL,CALIFORNIA,NINTH CIRCUIT,3605,2715,34,1,855,158,124,27,1,6,3447,2591,7,849
2016-05-31,CALIFORNIA EASTERN,CALIFORNIA,NINTH CIRCUIT,1338,1013,7,2,316,45,28,5,2,10,1293,985,2,306
2016-05-31,CALIFORNIA NORTHERN,CALIFORNIA,NINTH CIRCUIT,889,478,13,0,398,54,36,5,0,13,835,442,8,385
2016-05-31,CALIFORNIA SOUTHERN,CALIFORNIA,NINTH CIRCUIT,720,559,3,0,158,19,16,1,0,2,701,543,2,156
2016-05-31,COLORADO,COLORADO,TENTH CIRCUIT,1216,987,8,0,221,29,20,7,0,2,1187,967,1,219
2016-05-31,CONNECTICUT,CONNECTICUT,SECOND CIRCUIT,483,386,6,0,91,16,8,6,0,2,467,378,0,89
2016-05-31,DELAWARE,DELAWARE,THIRD CIRCUIT,252,140,54,0,58,72,18,54,0,0,180,122,0,58
2016-05-31,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC CIRCUIT,64,50,1,0,13,1,0,0,0,1,63,50,1,12
2016-05-31,FLORIDA MIDDLE,FLORIDA,ELEVENTH CIRCUIT,2138,1460,29,0,649,87,57,22,0,8,2051,1403,7,641
2016-05-31,FLORIDA NORTHERN,FLORIDA,ELEVENTH CIRCUIT,196,151,3,0,42,9,5,3,0,1,187,146,0,41
2016-05-31,FLORIDA SOUTHERN,FLORIDA,ELEVENTH CIRCUIT,1614,837,20,1,755,50,31,14,1,3,1564,806,6,752
2016-05-31,GEORGIA MIDDLE,GEORGIA,ELEVENTH CIRCUIT,646,222,1,3,420,11,5,1,3,2,635,217,0,418
2016-05-31,GEORGIA NORTHERN,GEORGIA,ELEVENTH CIRCUIT,2464,1291,9,0,1164,43,28,9,0,6,2421,1263,0,1158
2016-05-31,GEORGIA SOUTHERN,GEORGIA,ELEVENTH CIRCUIT,575,98,1,0,476,2,1,1,0,0,573,97,0,476
2016-05-31,GUAM,GUAM,NINTH CIRCUIT,11,9,0,0,2,0,0,0,0,0,11,9,0,2
2016-05-31,HAWAII,HAWAII,NINTH CIRCUIT,115,77,1,0,37,8,5,1,0,2,107,72,0,35
2016-05-31,IDAHO,IDAHO,NINTH CIRCUIT,330,295,0,0,35,8,8,0,0,0,322,287,0,35
2016-05-31,ILLINOIS CENTRAL,ILLINOIS,SEVENTH CIRCUIT,431,359,0,0,72,10,9,0,0,1,421,350,0,71
2016-05-31,ILLINOIS NORTHERN,ILLINOIS,SEVENTH CIRCUIT,3644,2066,18,0,1560,71,48,18,0,5,3573,2018,0,1555
2016-05-31,ILLINOIS SOUTHERN,ILLINOIS,SEVENTH CIRCUIT,316,226,0,0,90,4,3,0,0,1,312,223,0,89
2016-05-31,INDIANA NORTHERN,INDIANA,SEVENTH CIRCUIT,903,670,2,0,231,9,7,2,0,0,894,663,0,231
2016-05-31,INDIANA SOUTHERN,INDIANA,SEVENTH CIRCUIT,1363,962,1,0,400,17,14,1,0,2,1346,948,0,398
2016-05-31,IOWA NORTHERN,IOWA,EIGHTH CIRCUIT,190,172,0,2,16,6,4,0,2,0,184,168,0,16
2016-05-31,IOWA SOUTHERN,IOWA,EIGHTH CIRCUIT,239,216,0,0,23,13,11,0,0,2,226,205,0,21
2016-05-31,KANSAS,KANSAS,TENTH CIRCUIT,553,342,1,2,208,12,9,1,2,0,541,333,0,208
2016-05-31,KENTUCKY EASTERN,KENTUCKY,SIXTH CIRCUIT,705,503,0,0,202,14,12,0,0,2,691,491,0,200
2016-05-31,KENTUCKY WESTERN,KENTUCKY,SIXTH CIRCUIT,561,376,1,2,182,10,6,1,2,1,551,370,0,181
2016-05-31,LOUISIANA EASTERN,LOUISIANA,FIFTH CIRCUIT,256,125,2,0,129,5,2,2,0,1,251,123,0,128
2016-05-31,LOUISIANA MIDDLE,LOUISIANA,FIFTH CIRCUIT,128,64,5,0,59,5,0,5,0,0,123,64,0,59
2016-05-31,LOUISIANA WESTERN,LOUISIANA,FIFTH CIRCUIT,752,171,8,0,573,15,6,8,0,1,737,165,0,572
2016-05-31,MAINE,MAINE,FIRST CIRCUIT,151,125,1,0,25,7,6,1,0,0,144,119,0,25
2016-05-31,MARYLAND,MARYLAND,FOURTH CIRCUIT,1498,1014,8,0,476,32,19,8,0,5,1466,995,0,471
2016-05-31,MASSACHUSETTS,MASSACHUSETTS,FIRST CIRCUIT,838,527,27,1,283,47,20,24,1,2,791,507,3,281
2016-05-31,MICHIGAN EASTERN,MICHIGAN,SIXTH CIRCUIT,1961,1519,11,1,430,25,15,7,1,2,1936,1504,4,428
2016-05-31,MICHIGAN WESTERN,MICHIGAN,SIXTH CIRCUIT,605,477,3,1,124,21,13,2,1,5,584,464,1,119
2016-05-31,MINNESOTA,MINNESOTA,EIGHTH CIRCUIT,847,715,1,2,129,29,24,1,2,2,818,691,0,127
2016-05-31,MISSISSIPPI NORTHERN,MISSISSIPPI,FIFTH CIRCUIT,365,159,1,2,203,8,4,1,2,1,357,155,0,202
2016-05-31,MISSISSIPPI SOUTHERN,MISSISSIPPI,FIFTH CIRCUIT,503,269,1,0,233,14,11,1,0,2,489,258,0,231
2016-05-31,MISSOURI EASTERN,MISSOURI,EIGHTH CIRCUIT,898,624,0,3,271,10,4,0,3,3,888,620,0,268
2016-05-31,MISSOURI WESTERN,MISSOURI,EIGHTH CIRCUIT,623,443,1,0,179,8,4,1,0,3,615,439,0,176
2016-05-31,MONTANA,MONTANA,NINTH CIRCUIT,137,121,0,0,16,4,3,0,0,1,133,118,0,15
2016-05-31,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,347,250,3,1,93,10,6,2,1,1,337,244,1,92
2016-05-31,NEVADA,NEVADA,NINTH CIRCUIT,795,626,21,0,147,20,12,6,0,1,775,614,15,146
2016-05-31,NEW HAMPSHIRE,NEW HAMPSHIRE,FIRST CIRCUIT,177,132,0,0,45,16,12,0,0,4,161,120,0,41
2016-05-31,NEW JERSEY,NEW JERSEY,THIRD CIRCUIT,2215,1432,18,0,765,68,43,14,0,11,2147,1389,4,754
2016-05-31,NEW MEXICO,NEW MEXICO,TENTH CIRCUIT,287,255,4,0,28,8,5,3,0,0,279,250,1,28
2016-05-31,NEW YORK EASTERN,NEW YORK,SECOND CIRCUIT,1014,743,20,0,251,36,17,19,0,0,978,726,1,251
2016-05-31,NEW YORK NORTHERN,NEW YORK,SECOND CIRCUIT,550,418,1,0,131,7,6,0,0,1,543,412,1,130
2016-05-31,NEW YORK SOUTHERN,NEW YORK,SECOND CIRCUIT,757,533,80,0,142,111,27,79,0,3,646,506,1,139
2016-05-31,NEW YORK WESTERN,NEW YORK,SECOND CIRCUIT,390,294,5,1,90,18,10,5,1,2,372,284,0,88
2016-05-31,NORTH CAROLINA EASTERN,NORTH CAROLINA,FOURTH CIRCUIT,568,200,7,2,359,18,8,6,2,2,550,192,1,357
2016-05-31,NORTH CAROLINA MIDDLE,NORTH CAROLINA,FOURTH CIRCUIT,363,179,2,0,182,18,15,2,0,1,345,164,0,181
2016-05-31,NORTH CAROLINA WESTERN,NORTH CAROLINA,FOURTH CIRCUIT,389,219,3,0,167,17,8,3,0,6,372,211,0,161
2016-05-31,NORTH DAKOTA,NORTH DAKOTA,EIGHTH CIRCUIT,69,59,2,1,7,9,5,1,1,2,60,54,1,5
2016-05-31,NORTHERN MARIANAS,NORTHERN MARIANA ISLANDS,NINTH CIRCUIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31,OHIO NORTHERN,OHIO,SIXTH CIRCUIT,1754,1476,2,0,276,37,32,2,0,3,1717,1444,0,273
2016-05-31,OHIO SOUTHERN,OHIO,SIXTH CIRCUIT,1532,1102,1,0,429,14,11,1,0,2,1518,1091,0,427
2016-05-31,OKLAHOMA EASTERN,OKLAHOMA,TENTH CIRCUIT,121,111,0,0,10,1,1,0,0,0,120,110,0,10
2016-05-31,OKLAHOMA NORTHERN,OKLAHOMA,TENTH CIRCUIT,202,177,1,0,24,3,2,1,0,0,199,175,0,24
2016-05-31,OKLAHOMA WESTERN,OKLAHOMA,TENTH CIRCUIT,460,376,1,0,83,13,10,1,0,2,447,366,0,81
2016-05-31,OREGON,OREGON,NINTH CIRCUIT,819,644,2,1,172,19,11,2,1,5,800,633,0,167
